Address,PostCode,LivingArea,PlotSize,Price,Rooms,href,HouseId,url,TimeStampShallow
Goudenregenlaan 35,2612 VS Delft,87 m²,212 m²,"€ 450,000 k.k.",4 rooms,/en/koop/delft/huis-42903785-goudenregenlaan-35/,42903785,https://www.funda.nl/en/koop/delft/huis-42903785-goudenregenlaan-35/,2022-12-15T00:25:33.126789+01:00
Zambezilaan 28,2622 DP Delft,111 m²,115 m²,"€ 419,000 k.k.",6 rooms,/en/koop/delft/huis-42992392-zambezilaan-28/,42992392,https://www.funda.nl/en/koop/delft/huis-42992392-zambezilaan-28/,2022-12-15T00:25:33.126789+01:00
Vijver Noord 13,2613 ZN Delft,86 m²,136 m²,"€ 445,000 k.k.",5 rooms,/en/koop/delft/huis-42990874-vijver-noord-13/,42990874,https://www.funda.nl/en/koop/delft/huis-42990874-vijver-noord-13/,2022-12-15T00:25:33.126789+01:00
Namibiëstraat 10,2622 LD Delft,121 m²,137 m²,"€ 395,000 k.k.",6 rooms,/en/koop/delft/huis-42981590-namibiestraat-10/,42981590,https://www.funda.nl/en/koop/delft/huis-42981590-namibiestraat-10/,2022-12-15T00:25:33.126789+01:00
De Vriesstraat 33,2613 CA Delft,100 m²,80 m²,"€ 525,000 k.k.",4 rooms,/en/koop/delft/huis-42979949-de-vriesstraat-33/,42979949,https://www.funda.nl/en/koop/delft/huis-42979949-de-vriesstraat-33/,2022-12-15T00:25:33.375704+01:00
Strawinskylaan 16,2625 NE Delft,105 m²,123 m²,"€ 350,000 k.k.",4 rooms,/en/koop/delft/huis-42968149-strawinskylaan-16/,42968149,https://www.funda.nl/en/koop/delft/huis-42968149-strawinskylaan-16/,2022-12-15T00:25:33.375704+01:00
Cornelis de Wittstraat 4,2613 GH Delft,76 m²,100 m²,"€ 345,000 k.k.",3 rooms,/en/koop/delft/huis-42837842-cornelis-de-wittstraat-4/,42837842,https://www.funda.nl/en/koop/delft/huis-42837842-cornelis-de-wittstraat-4/,2022-12-15T00:25:33.375704+01:00
Kristalweg 102,2614 SG Delft,125 m²,102 m²,"€ 565,000 k.k.",6 rooms,/en/koop/delft/huis-88308786-kristalweg-102/,88308786,https://www.funda.nl/en/koop/delft/huis-88308786-kristalweg-102/,2022-12-15T00:25:33.375704+01:00
Voorstraat 13,2611 JJ Delft,124 m²,63 m²,"€ 725,000 k.k.",5 rooms,/en/koop/delft/huis-42931745-voorstraat-13/,42931745,https://www.funda.nl/en/koop/delft/huis-42931745-voorstraat-13/,2022-12-15T00:25:33.375704+01:00
Jacob Catsstraat 16,2613 HB Delft,60 m²,,"€ 325,000 k.k.",3 rooms,/en/koop/delft/appartement-42937675-jacob-catsstraat-16/,42937675,https://www.funda.nl/en/koop/delft/appartement-42937675-jacob-catsstraat-16/,2022-12-15T00:25:33.375704+01:00
Derde Werelddreef 57,2622 HB Delft,61 m²,,"€ 225,000 k.k.",2 rooms,/en/koop/delft/appartement-42922638-derde-werelddreef-57/,42922638,https://www.funda.nl/en/koop/delft/appartement-42922638-derde-werelddreef-57/,2022-12-15T00:25:33.375704+01:00
Oude Delft 69 E,2611 BC Delft,72 m²,,"€ 400,000 k.k.",2 rooms,/en/koop/delft/appartement-42915481-oude-delft-69-e/,42915481,https://www.funda.nl/en/koop/delft/appartement-42915481-oude-delft-69-e/,2022-12-15T00:25:33.375704+01:00
Verkadestraat 31,2613 ZK Delft,52 m²,,"€ 295,000 k.k.",2 rooms,/en/koop/delft/appartement-42900986-verkadestraat-31/,42900986,https://www.funda.nl/en/koop/delft/appartement-42900986-verkadestraat-31/,2022-12-15T00:25:33.375704+01:00
Aalscholverring 34,2623 PD Delft,85 m²,115 m²,"€ 350,000 k.k.",4 rooms,/en/koop/delft/huis-42906822-aalscholverring-34/,42906822,https://www.funda.nl/en/koop/delft/huis-42906822-aalscholverring-34/,2022-12-15T00:25:33.375704+01:00
Roland Holstlaan 880,2624 JJ Delft,96 m²,,"€ 299,500 k.k.",4 rooms,/en/koop/delft/appartement-42991629-roland-holstlaan-880/,42991629,https://www.funda.nl/en/koop/delft/appartement-42991629-roland-holstlaan-880/,2022-12-15T00:25:33.375704+01:00
Gasthuislaan 65,2611 PX Delft,90 m²,,"€ 415,000 k.k.",3 rooms,/en/koop/delft/appartement-42995849-gasthuislaan-65/,42995849,https://www.funda.nl/en/koop/delft/appartement-42995849-gasthuislaan-65/,2022-12-15T00:25:33.375704+01:00
Abtswoude 19 a,2626 NC Delft,388 m²,"1,725 m²","€ 2,500,000 k.k.",6 rooms,/en/koop/delft/huis-42888526-abtswoude-19-a/,42888526,https://www.funda.nl/en/koop/delft/huis-42888526-abtswoude-19-a/,2022-12-15T00:25:33.375704+01:00
Jan Campertlaan 125,2624 PB Delft,90 m²,,"€ 275,000 k.k.",3 rooms,/en/koop/delft/appartement-42741144-jan-campertlaan-125/,42741144,https://www.funda.nl/en/koop/delft/appartement-42741144-jan-campertlaan-125/,2022-12-15T00:25:33.375704+01:00
Hopstraat 27,2611 TA Delft,58 m²,74 m²,"€ 300,000 k.k.",3 rooms,/en/koop/delft/huis-42774965-hopstraat-27/,42774965,https://www.funda.nl/en/koop/delft/huis-42774965-hopstraat-27/,2022-12-15T00:25:33.375704+01:00
Dirk Costerplein 276,2624 VC Delft,65 m²,,"€ 208,250 k.k.",4 rooms,/en/koop/delft/appartement-42059683-dirk-costerplein-276/,42059683,https://www.funda.nl/en/koop/delft/appartement-42059683-dirk-costerplein-276/,2022-12-15T00:25:33.554646+01:00
Lepelaarstraat 75,2623 JM Delft,70 m²,,"€ 242,250 k.k.",3 rooms,/en/koop/delft/appartement-42059672-lepelaarstraat-75/,42059672,https://www.funda.nl/en/koop/delft/appartement-42059672-lepelaarstraat-75/,2022-12-15T00:25:33.554646+01:00
Frank van Borselenstraat 28,2613 NL Delft,77 m²,,"€ 298,000 k.k.",4 rooms,/en/koop/delft/appartement-42923424-frank-van-borselenstraat-28/,42923424,https://www.funda.nl/en/koop/delft/appartement-42923424-frank-van-borselenstraat-28/,2022-12-15T00:25:33.554646+01:00
Prof. Krausstraat 74,2628 JP Delft,84 m²,,"€ 272,000 k.k.",4 rooms,/en/koop/delft/appartement-42918740-prof-krausstraat-74/,42918740,https://www.funda.nl/en/koop/delft/appartement-42918740-prof-krausstraat-74/,2022-12-15T00:25:33.554646+01:00
Dirk Costerplein 218,2624 VA Delft,64 m²,,"€ 212,500 k.k.",4 rooms,/en/koop/delft/appartement-42907158-dirk-costerplein-218/,42907158,https://www.funda.nl/en/koop/delft/appartement-42907158-dirk-costerplein-218/,2022-12-15T00:25:33.554646+01:00
Palmyraplaats 156,2624 NP Delft,72 m²,,"€ 335,000 k.k.",3 rooms,/en/koop/delft/appartement-42990708-palmyraplaats-156/,42990708,https://www.funda.nl/en/koop/delft/appartement-42990708-palmyraplaats-156/,2022-12-15T00:25:33.554646+01:00
Hugo de Grootstraat 102,2613 TX Delft,177 m²,,"€ 595,000 k.k.",7 rooms,/en/koop/delft/appartement-42990513-hugo-de-grootstraat-102/,42990513,https://www.funda.nl/en/koop/delft/appartement-42990513-hugo-de-grootstraat-102/,2022-12-15T00:25:33.554646+01:00
Teding van Berkhoutlaan 5,2614 AV Delft,141 m²,394 m²,"€ 725,000 k.k.",4 rooms,/en/koop/delft/huis-42919004-teding-van-berkhoutlaan-5/,42919004,https://www.funda.nl/en/koop/delft/huis-42919004-teding-van-berkhoutlaan-5/,2022-12-15T00:25:33.554646+01:00
Rooseveltlaan 17,2625 GL Delft,113 m²,168 m²,"€ 375,000 k.k.",5 rooms,/en/koop/delft/huis-42915179-rooseveltlaan-17/,42915179,https://www.funda.nl/en/koop/delft/huis-42915179-rooseveltlaan-17/,2022-12-15T00:25:33.554646+01:00
Kniekas 11,2614 SZ Delft,127 m²,155 m²,"€ 565,000 k.k.",5 rooms,/en/koop/delft/huis-42842112-kniekas-11/,42842112,https://www.funda.nl/en/koop/delft/huis-42842112-kniekas-11/,2022-12-15T00:25:33.554646+01:00
Delfgauwseweg 60,2628 EV Delft,194 m²,"1,875 m²","€ 1,150,000 k.k.",4 rooms,/en/koop/delft/huis-88335608-delfgauwseweg-60/,88335608,https://www.funda.nl/en/koop/delft/huis-88335608-delfgauwseweg-60/,2022-12-15T00:25:33.554646+01:00
Troelstralaan 228,2624 GB Delft,96 m²,110 m²,"€ 350,000 k.k.",4 rooms,/en/koop/delft/huis-42950497-troelstralaan-228/,42950497,https://www.funda.nl/en/koop/delft/huis-42950497-troelstralaan-228/,2022-12-15T00:25:33.554646+01:00
Menno ter Braaklaan 129,2624 TC Delft,105 m²,,"€ 300,000 k.k.",5 rooms,/en/koop/delft/appartement-42973783-menno-ter-braaklaan-129/,42973783,https://www.funda.nl/en/koop/delft/appartement-42973783-menno-ter-braaklaan-129/,2022-12-15T00:25:33.554646+01:00
Jan Campertlaan 39,2624 NZ Delft,115 m²,,"€ 315,000 k.k.",5 rooms,/en/koop/delft/appartement-42832804-jan-campertlaan-39/,42832804,https://www.funda.nl/en/koop/delft/appartement-42832804-jan-campertlaan-39/,2022-12-15T00:25:33.554646+01:00
Ternatestraat 76,2612 BH Delft,73 m²,,"€ 325,000 k.k.",4 rooms,/en/koop/delft/appartement-88301023-ternatestraat-76/,88301023,https://www.funda.nl/en/koop/delft/appartement-88301023-ternatestraat-76/,2022-12-15T00:25:33.554646+01:00
Herman Gorterhof 112,2624 XJ Delft,75 m²,,"€ 270,000 k.k.",4 rooms,/en/koop/delft/appartement-42903164-herman-gorterhof-112/,42903164,https://www.funda.nl/en/koop/delft/appartement-42903164-herman-gorterhof-112/,2022-12-15T00:25:33.745572+01:00
Van Adrichemstraat 3,2614 BJ Delft,28 m²,,"€ 175,000 k.k.",1 room,/en/koop/delft/appartement-42908275-van-adrichemstraat-3/,42908275,https://www.funda.nl/en/koop/delft/appartement-42908275-van-adrichemstraat-3/,2022-12-15T00:25:33.745572+01:00
Van Foreestweg 258,2614 CM Delft,73 m²,,"€ 290,000 k.k.",4 rooms,/en/koop/delft/appartement-42613477-van-foreestweg-258/,42613477,https://www.funda.nl/en/koop/delft/appartement-42613477-van-foreestweg-258/,2022-12-15T00:25:33.745572+01:00
Minderbroerstraat 30,2611 MV Delft,53 m²,60 m²,"€ 195,000 k.k.",3 rooms,/en/koop/delft/huis-42066326-minderbroerstraat-30/,42066326,https://www.funda.nl/en/koop/delft/huis-42066326-minderbroerstraat-30/,2022-12-15T00:25:33.745572+01:00
Oranjestraat 35,2611 SX Delft,80 m²,,"€ 325,000 k.k.",4 rooms,/en/koop/delft/appartement-42980187-oranjestraat-35/,42980187,https://www.funda.nl/en/koop/delft/appartement-42980187-oranjestraat-35/,2022-12-15T00:25:33.745572+01:00
Herculesweg 144,2624 VV Delft,93 m²,,"€ 229,500 k.k.",4 rooms,/en/koop/delft/appartement-42055261-herculesweg-144/,42055261,https://www.funda.nl/en/koop/delft/appartement-42055261-herculesweg-144/,2022-12-15T00:25:33.745572+01:00
Persijnlaan 67,2614 AD Delft,62 m²,,"€ 235,000 k.k.",3 rooms,/en/koop/delft/appartement-42942156-persijnlaan-67/,42942156,https://www.funda.nl/en/koop/delft/appartement-42942156-persijnlaan-67/,2022-12-15T00:25:33.745572+01:00
Paulus Buijsstraat 65,2613 HM Delft,75 m²,,"€ 300,000 k.k.",4 rooms,/en/koop/delft/appartement-42905531-paulus-buijsstraat-65/,42905531,https://www.funda.nl/en/koop/delft/appartement-42905531-paulus-buijsstraat-65/,2022-12-15T00:25:33.745572+01:00
Oranjestraat 14,2611 SZ Delft,65 m²,,"€ 325,000 k.k.",3 rooms,/en/koop/delft/appartement-42980217-oranjestraat-14/,42980217,https://www.funda.nl/en/koop/delft/appartement-42980217-oranjestraat-14/,2022-12-15T00:25:33.745572+01:00
Ruivenstraat 3,2629 HL Delft,118 m²,87 m²,"€ 435,000 k.k.",5 rooms,/en/koop/delft/huis-88350873-ruivenstraat-3/,88350873,https://www.funda.nl/en/koop/delft/huis-88350873-ruivenstraat-3/,2022-12-15T00:25:33.745572+01:00
Menno ter Braaklaan 25,2624 TA Delft,93 m²,,"€ 225,000 k.k.",4 rooms,/en/koop/delft/appartement-42921408-menno-ter-braaklaan-25/,42921408,https://www.funda.nl/en/koop/delft/appartement-42921408-menno-ter-braaklaan-25/,2022-12-15T00:25:33.745572+01:00
Brede gezinswoning (Bouwnr. 78),2628 AA Delft,168 m²,,"€ 731,243 v.o.n.",6 rooms,/en/koop/delft/huis-42932468-brede-gezinswoning-bouwnr-78/,42932468,https://www.funda.nl/en/koop/delft/huis-42932468-brede-gezinswoning-bouwnr-78/,2022-12-15T00:25:33.745572+01:00
Westerstraat 5,2613 RD Delft,91 m²,62 m²,"€ 435,000 k.k.",4 rooms,/en/koop/delft/huis-88411694-westerstraat-5/,88411694,https://www.funda.nl/en/koop/delft/huis-88411694-westerstraat-5/,2022-12-15T00:25:33.745572+01:00
Jan Campertlaan 175,2624 PC Delft,104 m²,,"€ 285,000 k.k.",4 rooms,/en/koop/delft/appartement-42924859-jan-campertlaan-175/,42924859,https://www.funda.nl/en/koop/delft/appartement-42924859-jan-campertlaan-175/,2022-12-15T00:25:33.745572+01:00
Julianalaan 49,2628 BC Delft,128 m²,,"€ 395,000 k.k.",7 rooms,/en/koop/delft/appartement-42941820-julianalaan-49/,42941820,https://www.funda.nl/en/koop/delft/appartement-42941820-julianalaan-49/,2022-12-15T00:25:33.745572+01:00
Montgomerylaan 244,2625 PV Delft,94 m²,,"€ 284,000 k.k.",4 rooms,/en/koop/delft/appartement-88351179-montgomerylaan-244/,88351179,https://www.funda.nl/en/koop/delft/appartement-88351179-montgomerylaan-244/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W39),2611 Delft,144 m²,,"€ 1,220,500 v.o.n.",4 rooms,/en/koop/delft/appartement-42602264-coenderstraat-bouwnr-w39/,42602264,https://www.funda.nl/en/koop/delft/appartement-42602264-coenderstraat-bouwnr-w39/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W31),2611 Delft,132 m²,,"€ 985,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472721-coenderstraat-bouwnr-w31/,42472721,https://www.funda.nl/en/koop/delft/appartement-42472721-coenderstraat-bouwnr-w31/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. L1),2611 Delft,158 m²,,"€ 984,000 v.o.n.",4 rooms,/en/koop/delft/appartement-42472720-coenderstraat-bouwnr-l1/,42472720,https://www.funda.nl/en/koop/delft/appartement-42472720-coenderstraat-bouwnr-l1/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W43),2611 Delft,151 m²,,"€ 1,028,500 v.o.n.",3 rooms,/en/koop/delft/appartement-42472729-coenderstraat-bouwnr-w43/,42472729,https://www.funda.nl/en/koop/delft/appartement-42472729-coenderstraat-bouwnr-w43/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W25),2611 Delft,116 m²,,"€ 866,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472716-coenderstraat-bouwnr-w25/,42472716,https://www.funda.nl/en/koop/delft/appartement-42472716-coenderstraat-bouwnr-w25/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W12),2611 Delft,118 m²,,"€ 767,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472709-coenderstraat-bouwnr-w12/,42472709,https://www.funda.nl/en/koop/delft/appartement-42472709-coenderstraat-bouwnr-w12/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W22),2611 Delft,179 m²,,"€ 1,357,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472708-coenderstraat-bouwnr-w22/,42472708,https://www.funda.nl/en/koop/delft/appartement-42472708-coenderstraat-bouwnr-w22/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W9),2611 Delft,175 m²,,"€ 1,232,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472792-coenderstraat-bouwnr-w9/,42472792,https://www.funda.nl/en/koop/delft/appartement-42472792-coenderstraat-bouwnr-w9/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. L2),2611 Delft,103 m²,,"€ 691,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472799-coenderstraat-bouwnr-l2/,42472799,https://www.funda.nl/en/koop/delft/appartement-42472799-coenderstraat-bouwnr-l2/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W10),2611 Delft,200 m²,,"€ 1,326,000 v.o.n.",5 rooms,/en/koop/delft/appartement-42472798-coenderstraat-bouwnr-w10/,42472798,https://www.funda.nl/en/koop/delft/appartement-42472798-coenderstraat-bouwnr-w10/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W19),2611 Delft,137 m²,,"€ 891,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472795-coenderstraat-bouwnr-w19/,42472795,https://www.funda.nl/en/koop/delft/appartement-42472795-coenderstraat-bouwnr-w19/,2022-12-15T00:25:34.005487+01:00
Coenderstraat (Bouwnr. W2),2611 Delft,117 m²,,"€ 753,000 v.o.n.",3 rooms,/en/koop/delft/appartement-42472793-coenderstraat-bouwnr-w2/,42472793,https://www.funda.nl/en/koop/delft/appartement-42472793-coenderstraat-bouwnr-w2/,2022-12-15T00:25:34.005487+01:00
Royale gezinswoning (Bouwnr. 137),2628 ZS Delft,132 m²,142 m²,"€ 610,000 v.o.n.",5 rooms,/en/koop/delft/huis-42958376-royale-gezinswoning-bouwnr-137/,42958376,https://www.funda.nl/en/koop/delft/huis-42958376-royale-gezinswoning-bouwnr-137/,2022-12-15T00:25:34.005487+01:00
Brede gezinswoning (Bouwnr. 173),2628 ZS Delft,161 m²,156 m²,"€ 695,000 v.o.n.",6 rooms,/en/koop/delft/huis-42958375-brede-gezinswoning-bouwnr-173/,42958375,https://www.funda.nl/en/koop/delft/huis-42958375-brede-gezinswoning-bouwnr-173/,2022-12-15T00:25:34.005487+01:00
Mackaystraat 21,2613 WJ Delft,98 m²,112 m²,"€ 530,000 k.k.",5 rooms,/en/koop/delft/huis-42963158-mackaystraat-21/,42963158,https://www.funda.nl/en/koop/delft/huis-42963158-mackaystraat-21/,2022-12-15T00:25:34.191429+01:00
Hendrik Marsmanlaan 114,2624 TM Delft,147 m²,213 m²,"€ 555,000 k.k.",6 rooms,/en/koop/delft/huis-42969697-hendrik-marsmanlaan-114/,42969697,https://www.funda.nl/en/koop/delft/huis-42969697-hendrik-marsmanlaan-114/,2022-12-15T00:25:34.191429+01:00
Schimmelpenninckstraat 20,2613 TK Delft,67 m²,60 m²,"€ 298,000 k.k.",3 rooms,/en/koop/delft/huis-42951118-schimmelpenninckstraat-20/,42951118,https://www.funda.nl/en/koop/delft/huis-42951118-schimmelpenninckstraat-20/,2022-12-15T00:25:34.191429+01:00
Vrouwenregt 4,2611 KK Delft,190 m²,114 m²,"€ 945,000 k.k.",6 rooms,/en/koop/delft/huis-42959221-vrouwenregt-4/,42959221,https://www.funda.nl/en/koop/delft/huis-42959221-vrouwenregt-4/,2022-12-15T00:25:34.191429+01:00
Toscaninipad 2,2625 ZG Delft,131 m²,112 m²,"€ 399,000 k.k.",4 rooms,/en/koop/delft/huis-42958550-toscaninipad-2/,42958550,https://www.funda.nl/en/koop/delft/huis-42958550-toscaninipad-2/,2022-12-15T00:25:34.191429+01:00
Schutterstraat 9,2611 MX Delft,147 m²,142 m²,"€ 869,000 k.k.",5 rooms,/en/koop/delft/huis-42844205-schutterstraat-9/,42844205,https://www.funda.nl/en/koop/delft/huis-42844205-schutterstraat-9/,2022-12-15T00:25:34.191429+01:00
Willemstraat 63,2613 DS Delft,161 m²,120 m²,"€ 675,000 k.k.",6 rooms,/en/koop/delft/huis-42839275-willemstraat-63/,42839275,https://www.funda.nl/en/koop/delft/huis-42839275-willemstraat-63/,2022-12-15T00:25:34.191429+01:00
Korenmolen 19,2614 LV Delft,187 m²,125 m²,"€ 749,000 k.k.",6 rooms,/en/koop/delft/huis-42820400-korenmolen-19/,42820400,https://www.funda.nl/en/koop/delft/huis-42820400-korenmolen-19/,2022-12-15T00:25:34.191429+01:00
Amazoneweg 40,2622 DS Delft,130 m²,111 m²,"€ 475,000 k.k.",4 rooms,/en/koop/delft/huis-42829100-amazoneweg-40/,42829100,https://www.funda.nl/en/koop/delft/huis-42829100-amazoneweg-40/,2022-12-15T00:25:34.191429+01:00
Spoorsingel 12,2613 BD Delft,285 m²,205 m²,"€ 1,245,000 k.k.",10 rooms,/en/koop/delft/huis-42895690-spoorsingel-12/,42895690,https://www.funda.nl/en/koop/delft/huis-42895690-spoorsingel-12/,2022-12-15T00:25:34.191429+01:00
Kortenhoeve 4,2614 ME Delft,143 m²,147 m²,"€ 619,500 k.k.",5 rooms,/en/koop/delft/huis-42886871-kortenhoeve-4/,42886871,https://www.funda.nl/en/koop/delft/huis-42886871-kortenhoeve-4/,2022-12-15T00:25:34.191429+01:00
Oosteinde 171 171A,2611 VD Delft,318 m²,316 m²,"€ 1,600,000 k.k.",9 rooms,/en/koop/delft/huis-42853761-oosteinde-171-171a/,42853761,https://www.funda.nl/en/koop/delft/huis-42853761-oosteinde-171-171a/,2022-12-15T00:25:34.191429+01:00
Kolk 15,2611 KC Delft,198 m²,78 m²,"€ 795,000 k.k.",5 rooms,/en/koop/delft/huis-42751488-kolk-15/,42751488,https://www.funda.nl/en/koop/delft/huis-42751488-kolk-15/,2022-12-15T00:25:34.191429+01:00
Persijnlaan 32,2614 AB Delft,64 m²,,"€ 269,000 k.k.",3 rooms,/en/koop/delft/appartement-42057711-persijnlaan-32/,42057711,https://www.funda.nl/en/koop/delft/appartement-42057711-persijnlaan-32/,2022-12-15T00:25:34.191429+01:00
Kantoorgracht 74 J,2611 PE Delft,138 m²,,"€ 750,000 k.k.",4 rooms,/en/koop/delft/appartement-42940693-kantoorgracht-74-j/,42940693,https://www.funda.nl/en/koop/delft/appartement-42940693-kantoorgracht-74-j/,2022-12-15T00:25:34.191429+01:00
Gravin Margarethastraat 9,2613 JT Delft,156 m²,107 m²,"€ 925,000 k.k.",6 rooms,/en/koop/delft/huis-42990491-gravin-margarethastraat-9/,42990491,https://www.funda.nl/en/koop/delft/huis-42990491-gravin-margarethastraat-9/,2022-12-15T00:25:34.358386+01:00
Scheepmakerij 7,2628 AA Delft,116 m²,85 m²,"€ 600,000 k.k.",5 rooms,/en/koop/delft/huis-42999311-scheepmakerij-7/,42999311,https://www.funda.nl/en/koop/delft/huis-42999311-scheepmakerij-7/,2022-12-15T00:25:34.358386+01:00
Kluutring 15,2623 NM Delft,129 m²,122 m²,"€ 395,000 k.k.",6 rooms,/en/koop/delft/huis-42984632-kluutring-15/,42984632,https://www.funda.nl/en/koop/delft/huis-42984632-kluutring-15/,2022-12-15T00:25:34.358386+01:00
Hof van Saffier 2,2614 TJ Delft,119 m²,93 m²,"€ 485,000 k.k.",6 rooms,/en/koop/delft/huis-42983427-hof-van-saffier-2/,42983427,https://www.funda.nl/en/koop/delft/huis-42983427-hof-van-saffier-2/,2022-12-15T00:25:34.358386+01:00
De Vlouw 14,2611 EX Delft,181 m²,104 m²,"€ 675,000 k.k.",5 rooms,/en/koop/delft/huis-42982686-de-vlouw-14/,42982686,https://www.funda.nl/en/koop/delft/huis-42982686-de-vlouw-14/,2022-12-15T00:25:34.358386+01:00
Jan Campertlaan 287,2624 PD Delft,149 m²,392 m²,"€ 495,000 k.k.",7 rooms,/en/koop/delft/huis-42979265-jan-campertlaan-287/,42979265,https://www.funda.nl/en/koop/delft/huis-42979265-jan-campertlaan-287/,2022-12-15T00:25:34.358386+01:00
Noweetuinen 10,2614 KJ Delft,140 m²,213 m²,"€ 669,000 k.k.",5 rooms,/en/koop/delft/huis-42977802-noweetuinen-10/,42977802,https://www.funda.nl/en/koop/delft/huis-42977802-noweetuinen-10/,2022-12-15T00:25:34.358386+01:00
Marie Besstraat 2,2614 HK Delft,94 m²,138 m²,"€ 389,000 k.k.",5 rooms,/en/koop/delft/huis-42839029-marie-besstraat-2/,42839029,https://www.funda.nl/en/koop/delft/huis-42839029-marie-besstraat-2/,2022-12-15T00:25:34.358386+01:00
Van Barenstraat 25,2628 LC Delft,125 m²,162 m²,"€ 585,000 k.k.",5 rooms,/en/koop/delft/huis-42817356-van-barenstraat-25/,42817356,https://www.funda.nl/en/koop/delft/huis-42817356-van-barenstraat-25/,2022-12-15T00:25:34.358386+01:00
Buitenwatersloot 325 B,2614 GS Delft,229 m²,362 m²,"€ 1,125,000 k.k.",7 rooms,/en/koop/delft/huis-42703434-buitenwatersloot-325-b/,42703434,https://www.funda.nl/en/koop/delft/huis-42703434-buitenwatersloot-325-b/,2022-12-15T00:25:34.358386+01:00
Meeslaan 20,2613 ZD Delft,61 m²,,"€ 295,000 k.k.",3 rooms,/en/koop/delft/appartement-42913948-meeslaan-20/,42913948,https://www.funda.nl/en/koop/delft/appartement-42913948-meeslaan-20/,2022-12-15T00:25:34.358386+01:00
Papsouwselaan 227,2624 AN Delft,90 m²,,"€ 320,000 k.k.",3 rooms,/en/koop/delft/appartement-42900754-papsouwselaan-227/,42900754,https://www.funda.nl/en/koop/delft/appartement-42900754-papsouwselaan-227/,2022-12-15T00:25:34.358386+01:00
Montgomerylaan 174,2625 PT Delft,93 m²,,"€ 260,000 k.k.",4 rooms,/en/koop/delft/appartement-88346490-montgomerylaan-174/,88346490,https://www.funda.nl/en/koop/delft/appartement-88346490-montgomerylaan-174/,2022-12-15T00:25:34.358386+01:00
Aletta Jacobsstraat 34,2614 HG Delft,61 m²,,"€ 289,000 k.k.",2 rooms,/en/koop/delft/appartement-42959558-aletta-jacobsstraat-34/,42959558,https://www.funda.nl/en/koop/delft/appartement-42959558-aletta-jacobsstraat-34/,2022-12-15T00:25:34.358386+01:00
Van Foreestweg 274,2614 CM Delft,65 m²,,"€ 275,000 k.k.",4 rooms,/en/koop/delft/appartement-42842640-van-foreestweg-274/,42842640,https://www.funda.nl/en/koop/delft/appartement-42842640-van-foreestweg-274/,2022-12-15T00:25:34.358386+01:00
Bosboom-Toussaintplein 152,2624 DK Delft,65 m²,,"€ 249,000 k.k.",4 rooms,/en/koop/delft/appartement-88283318-bosboom-toussaintplein-152/,88283318,https://www.funda.nl/en/koop/delft/appartement-88283318-bosboom-toussaintplein-152/,2022-12-15T00:25:34.647280+01:00
Lodenvloer 47,2614 HD Delft,130 m²,108 m²,"€ 575,000 k.k.",6 rooms,/en/koop/delft/huis-42903287-lodenvloer-47/,42903287,https://www.funda.nl/en/koop/delft/huis-42903287-lodenvloer-47/,2022-12-15T00:25:34.647280+01:00
Aziëlaan 303,2622 JM Delft,83 m²,121 m²,"€ 359,000 k.k.",4 rooms,/en/koop/delft/huis-42907169-azielaan-303/,42907169,https://www.funda.nl/en/koop/delft/huis-42907169-azielaan-303/,2022-12-15T00:25:34.647280+01:00
Orinocostraat 12,2622 BW Delft,111 m²,170 m²,"€ 425,000 k.k.",5 rooms,/en/koop/delft/huis-42907843-orinocostraat-12/,42907843,https://www.funda.nl/en/koop/delft/huis-42907843-orinocostraat-12/,2022-12-15T00:25:34.647280+01:00
Churchilllaan 72,2625 GW Delft,118 m²,148 m²,"€ 400,000 k.k.",5 rooms,/en/koop/delft/huis-42987642-churchilllaan-72/,42987642,https://www.funda.nl/en/koop/delft/huis-42987642-churchilllaan-72/,2022-12-15T00:25:34.647280+01:00
Elzenlaan 108,2612 VX Delft,145 m²,123 m²,"€ 595,000 k.k.",5 rooms,/en/koop/delft/huis-42972807-elzenlaan-108/,42972807,https://www.funda.nl/en/koop/delft/huis-42972807-elzenlaan-108/,2022-12-15T00:25:34.647280+01:00
